Filename,Label,Contrast0,Contrast45,Contrast90,Contrast135,Homogeneity0,Homogeneity45,Homogeneity90,Homogeneity135,Dissimilarity0,Dissimilarity45,Dissimilarity90,Dissimilarity135,Entropy0,Entropy45,Entropy90,Entropy135,ASM0,ASM45,ASM90,ASM135,Energy0,Energy45,Energy90,Energy135,Correlation0,Correlation45,Correlation90,Correlation135
image1.jpg,defect,170.02620570866145,320.8087916175833,216.17285925196848,247.54163308326622,0.5426198679015057,0.5089144030565044,0.5272061103032668,0.515983919357783,5.916338582677166,8.229090458180917,6.723302165354331,7.430776861553724,5.267983062258131,5.401339973627836,5.302411148111603,5.344985800588042,0.21178315043397666,0.20373561337363852,0.20595403568736825,0.20291112012566884,0.4601990334996116,0.4513708158195859,0.453821590151205,0.45045656852316945,0.988323156334791,0.9780507316466367,0.9851358487912061,0.9830642750771923
image10.jpg,defect,132.05130413385828,195.57455514911032,123.53014271653548,162.83607167214336,0.5359395295399726,0.5228548608898924,0.540118060084362,0.5225236792973931,5.731791338582678,6.696385392770786,5.380044291338583,6.483414966829934,5.303681481177492,5.365505457047815,5.263674796420689,5.362951136304705,0.21813662676397624,0.21434702935126,0.21865817480414268,0.21491926677820744,0.4670509894690046,0.46297627298951294,0.46760899777928,0.4635938597287581,0.990772067415936,0.98638064505855,0.9913698994065381,0.9886604877380335
image100.jpg,defect,145.41523129921262,231.6097712195424,153.01636318897638,199.83483166966332,0.5738132688534221,0.5500943885110489,0.5805788621754082,0.5533483052309283,5.230191929133859,6.713993427986855,5.149852362204725,6.284332568665137,4.9242167112548945,5.016346596970083,4.891341622563669,4.993350259003105,0.2417570411312698,0.23202291528273297,0.2395365462727996,0.23471239409463743,0.4916879509722297,0.48168757019746,0.48942470950371886,0.48447125208276026,0.9901589723668793,0.9843945249072921,0.9896451522964079,0.9865351827624772
image11.jpg,defect,237.296875,291.53512307024624,239.70164862204732,299.3470766941533,0.5544638392137932,0.5375052340589036,0.5496478468366889,0.5316988873483146,7.049950787401574,8.137764275528554,7.1417322834645685,8.261826523653045,4.926339035665201,4.987272861791354,4.922532597240966,4.993035097897671,0.24057915986925718,0.23450709868745678,0.23490476729488619,0.23265769483984863,0.4904886949454158,0.4842593299952586,0.48466975075290825,0.4823460322629892,0.9839326877383281,0.9803305101216604,0.9837418045486609,0.9798037291743058
image12.jpg,defect,95.55376476377953,149.24341248682498,70.45023375984252,121.75912951825906,0.5363409819219701,0.517655625736885,0.5458961687517566,0.5252120566635883,4.69697342519685,5.819269638539277,4.069451279527559,5.331204662409325,5.3714182782254865,5.4622977253271525,5.3133677233148155,5.417275775573092,0.2032563775210558,0.19998492300289206,0.20354433335819794,0.20076524851419103,0.45083963614688516,0.44719673858704745,0.4511588781772979,0.44806835250237326,0.9933279188905348,0.9896180239123624,0.9950801690343266,0.9915299424624396
image13.jpg,defect,204.77411417322833,303.9135718271437,198.22410187007878,224.7842395684791,0.5132301296530453,0.49372706040953657,0.5117465777020304,0.511169578575674,7.077386811023622,8.858081716163433,7.065391240157481,7.431644863289728,5.420549797053797,5.510702150036837,5.401160667616864,5.428954468675929,0.20337355298734036,0.20021172375409418,0.2039853822749638,0.2029446860679325,0.45096956991280507,0.4474502472388346,0.45164740924194813,0.45049382467236165,0.9858317846780765,0.9790427627647299,0.9862697347183651,0.9844990203356149
image14.jpg,defect,204.76679379921256,376.08655217310434,263.1777805118109,401.07080414160816,0.6322594731022209,0.5746426419746803,0.6173178324144379,0.5641699670725785,5.590120570866143,8.38278876557753,6.460506889763778,8.724099448198896,4.377264696379623,4.555716915235079,4.405395058847581,4.566577025751219,0.24141497898474315,0.23007506427933674,0.2381889120467693,0.23069172891399276,0.49133998309189447,0.4796614058680735,0.4880460142719837,0.48030378815286556,0.9856884910859746,0.9738423541308838,0.9816110941190378,0.9721053516570705
image15.jpg,defect,114.2396038385827,185.72732345464692,89.34756397637796,150.34999069998145,0.5341397058896876,0.5194318083972315,0.54733569322964,0.5231186824816255,5.1492987204724425,6.367784735569471,4.369217519685041,5.878789757579515,5.327746941695799,5.407094978220265,5.242593731298963,5.381609682619997,0.21738105701553212,0.2135359382628989,0.21917369463401049,0.21485709751753065,0.4662414149510231,0.46209948957221203,0.4681599028473183,0.4635268034510309,0.9919656576450782,0.9869897149957056,0.9937211320335854,0.989467825790392
image16.jpg,defect,209.1773499015748,275.73922747845495,201.23056102362202,257.7158534317069,0.5367310367518364,0.5185410476495691,0.5363890696583382,0.5200977828036494,6.7562130905511815,7.92001984003968,6.611589566929132,7.753549507099015,5.240864816730324,5.314553037238653,5.218748775748821,5.304001413785828,0.21502397381015467,0.21112439329472873,0.2154802540806253,0.21192282027443338,0.46370677567850427,0.4594827453721508,0.4641985071934477,0.46035075787320406,0.9856272617390026,0.9811382121688037,0.9861716655677294,0.9823712787333494
image17.jpg,defect,297.00307578740166,373.3129766259533,287.8353223425197,346.27304854609713,0.533127578384377,0.511811414878206,0.534758318368267,0.5201344512762491,8.104330708661418,9.420732841465686,7.880843996062993,8.863661727323455,5.1155331180743975,5.194867944167282,5.083121636420218,5.156597086981078,0.21868107859750882,0.21146752356124837,0.21645806536241982,0.21193307418544902,0.46763348746374955,0.4598559813259455,0.46525054042141617,0.4603618948017407,0.9796403031747329,0.9745265732502041,0.9802644596006457,0.9763717102627391
